sumtime,abscissa,total,meanv,meanv1,meanv2,meanv3,meana,meana1,meana2,meana3,standardv,standarda,label
578,177,27,391.5475906962,1043.6387383901,129.5138888889,99.3770424837,23698.2519518505,63006.9523058044,7922.9359567901,6089.4305809197,495.0750605409,30192.4582657402,1
2221,166,148,327.7045374230,514.1941881136,374.6662150497,94.2532091056,44594.1553602099,70874.2390789781,50709.8125120801,12198.4144895715,371.3817141601,53092.9850021856,1
844,71,39,210.0169362416,522.9630867499,90.8428649237,51.2476797581,13211.9315120478,33454.9183294489,5516.7322352870,2866.1325567488,250.6477076109,16838.5636792648,0
856,48,35,133.1697149928,325.7522706052,48.0305790466,37.8326330532,10385.8279018158,25904.1837793743,3852.5426962265,2344.9234027390,226.3498581909,22634.1850293237,1
1008,145,48,107.4472655250,253.4158107688,58.0541190835,25.1981687926,6832.1264006817,16746.0450047848,3507.2087460308,1154.0756379872,124.4393933069,8976.6220037899,0
736,146,41,201.2422712792,472.1418459422,96.7799872986,50.2851553107,11803.1509720134,27820.3496488736,5821.9043621907,2675.1335951307,236.2455670908,13869.6072068798,1
804,45,24,122.8138348467,341.5499533147,37.9459678608,24.0352504638,8127.5348647955,23261.4325686702,2172.2835941992,1271.0412500301,138.6841455201,9858.6922258464,0
1103,184,52,217.6304776218,464.7875816993,157.2616301423,30.8422210239,14034.8075112011,29504.2705262933,9388.4449765425,3211.7070307676,231.7975737493,15393.9604495803,1
934,232,49,285.4073268336,638.9952214860,162.6987298543,54.5280291604,17485.6250583785,38408.4865608708,10722.8599094267,3325.5287048380,353.8134466667,21415.4713596409,1
613,36,25,82.0330694538,174.1217320261,55.1164215686,16.8610547667,5012.7962694062,10898.7946009014,3237.3841591375,902.2100481796,73.8437233742,4786.4768358605,1
642,50,25,114.4066422953,256.7595977785,63.6375062846,22.8228228228,6841.5911168852,15547.4561748791,3805.7627384564,1171.5544373202,129.9488366996,8769.4797689138,1
1785,105,53,119.2410283964,123.5111949837,166.4648212226,74.7612471240,7218.7716734613,7327.4210577731,10055.1282123768,4698.3993780845,90.0834028614,5421.2562345808,1
949,49,41,195.6596152787,377.1493212670,198.2512904827,26.6289737233,11732.8282224788,22758.3017872810,11952.6293173176,1390.0788107206,182.2920910929,11198.1027645074,0
898,131,41,194.5712575966,446.1418283013,116.8246785894,35.7142857143,12472.9712484404,27458.4187614241,7154.7463044209,3765.2080062794,294.1298725391,18536.0969000822,1
1575,94,40,264.0976113899,391.5032288684,335.1844049153,65.6052003860,16434.4074172582,26955.6375271611,18525.6044149496,3821.9803096638,315.8295881933,20676.0088811040,1
665,31,19,93.3217563120,242.0051353875,27.1164021164,10.8437314320,5619.1823913776,14682.8237013760,1766.2929369279,408.4305358291,116.9470825542,7312.4811727844,1
1265,49,70,188.7275300573,425.5147381746,89.2420760690,51.4257759284,11579.6992921603,26275.9132304547,5471.7008347726,2991.4838112536,186.0123875574,11700.0556313958,0
3163,118,39,203.6750607310,498.6623523678,22.9507080610,123.3579652193,11682.3609223188,29996.9315057069,1258.4641813334,5738.7472336359,257.9248575016,16054.0728137759,1
430,33,22,87.7967977370,170.4945135949,85.7376283847,7.1582512315,5217.5311534653,10290.0490119153,5157.8014103245,204.7430381561,93.4180177802,5709.1814590927,1
865,44,48,58.2263197564,113.2952069717,39.3410293410,29.8062322572,3749.2211925624,7313.2756098082,2640.5858384574,1793.6982884298,56.8661579797,3835.2629174724,1
740,81,37,130.0206630892,292.3363537334,76.4637799564,21.2618555778,8450.4550858948,18853.7004891428,4519.6798195495,1977.9849489921,143.6873343474,10427.6140848751,1
599,119,63,258.8641961487,562.0238095238,129.8491379310,110.6060606061,37278.5557878461,81489.1817838246,19189.2893416284,14885.0518168700,232.5718706152,37330.2066403730,1
818,60,40,96.6563521463,228.0200028729,28.0577642569,33.8912893092,6166.3639567500,13877.6299060767,1773.5449262692,2847.9170379039,124.6209848289,8051.7682010089,0
1314,68,42,96.7365941575,173.5428786899,107.3089492207,24.2405075090,6394.2574011069,12211.0235182560,6521.5584201671,1433.9221727602,95.3689229462,7766.8892533697,1
1022,68,44,259.8866006507,544.0109377084,167.0168067227,87.1953861389,15518.1269850380,32215.1127802506,10021.4718240237,5426.2339926280,305.3227448536,18158.1584624370,0
1235,187,57,195.0379394182,405.7046892831,151.6476034858,49.4324076432,11677.1711450896,24218.8210463319,9225.7040116337,2884.4518378687,183.2142074670,11117.1846227637,1
1125,113,47,139.0199872015,333.9698101463,66.6656362245,25.6925143805,8480.9310957650,20246.1217420883,4006.8655896901,1755.2013619010,168.8283538909,10217.9561474450,1
1438,134,48,172.1781372232,353.4378839255,123.8289760349,62.2246366723,11412.6501596775,24703.1022062323,7443.7872007917,3612.7477599654,147.6775760428,13167.1377659886,1
305,130,40,451.7501017501,1017.2466422466,160.3479853480,177.6556776557,64103.6704330355,146162.5070256020,21837.4978196407,24311.0064538636,442.1543245461,67267.1906991332,1
502,39,27,79.9978753286,192.7324717766,43.5842445953,23.6763784461,4768.1992778257,11536.0148739766,2602.6320244076,1358.0007545493,83.6218069614,5211.9698389558,1
729,106,42,232.6869683233,489.0446799503,137.7000924439,107.1141277024,14486.4511369044,30879.3346088947,8304.2177270431,6504.4858650683,215.1755453095,14733.6377463158,1
533,32,31,65.7399124524,109.8681139122,53.5702614379,33.7813620072,4470.7657969067,6379.1219783120,5057.9751644667,1975.2002479413,59.4039428977,5464.0850083840,1
840,49,32,89.2150215753,188.9624183007,62.9747162023,24.6294323804,5503.4556456039,11573.8264396172,3717.0918507265,1769.7942110284,85.2619973802,5449.0646425994,1
1096,128,52,147.2667854686,356.5455594002,66.3189694482,18.9358275572,9243.5511731412,22914.4953989542,3864.1502908628,952.0078296068,177.1493525789,12047.1871262806,1
1109,172,54,189.1315205819,376.1341791619,105.5699730873,107.9411766239,11598.8177730830,23535.2675127465,6334.7567897465,6290.9958135892,162.7292040600,10401.5211743898,1
774,146,40,224.7223616724,459.4555771026,188.8866289221,25.8248789923,14641.3445462661,29801.5410286789,12471.4469474209,1651.0456626983,198.8586385383,13459.4683970612,1
1327,177,55,245.8063906158,579.8202614379,112.7957237026,44.8031867068,15974.4971747786,37056.9604558335,7351.8300839839,3514.7009845185,331.6417315137,22092.0041801777,1
999,95,54,245.5214426448,492.9257977701,174.5657034744,97.9577022951,14944.4925376770,29800.2402293738,10623.3150517493,6168.0979245758,255.2413328033,15416.0890556978,0
4035,147,240,346.9052440183,446.7200986579,352.9377524321,249.8402922059,47867.3538401720,61660.3681533908,48492.2701406618,34661.2549692524,407.9631738006,58179.8246056703,1
828,102,26,245.0723981900,442.4852312720,240.1858660131,83.1801470588,15111.6356684995,27708.2771802385,14479.0223244799,5036.5619593426,153.9473401450,9691.8214373014,1
1010,225,49,280.4427207875,571.4818218954,213.0157271242,56.8306133429,17144.8991645663,35234.3595645638,12787.6401871342,3412.6977420010,256.0957659710,15580.7273136294,1
787,57,41,84.7284424136,169.7431886508,55.8558443620,35.1038667215,5727.2611363771,10098.2258500738,4669.9783054309,2854.1378025787,101.8621903005,6872.5608155598,1
738,44,34,200.0438945771,476.1363636364,96.3870765341,27.6082435609,12278.8695787338,28740.7469300852,6651.6508575698,1444.2109485465,236.1188707247,14400.8030182477,0
823,143,25,359.7916531696,850.6547524543,198.0494281046,30.6707789499,23680.1549164608,57267.9532865664,12134.9002053163,1637.6112574997,412.7347667151,28363.9654303180,1
669,38,29,69.4101192175,154.7567175018,35.0490196078,26.1368560115,3959.6188822487,9053.9636939259,1999.3801351332,1265.4704712703,78.5732401666,4599.9254110790,1
2188,145,66,276.3708052058,414.7033662403,402.3173751340,38.4127033102,17747.1309854455,27687.2278383322,24906.1460914106,2338.2219775884,355.3214217896,24249.7291807924,1
614,102,32,185.1783633657,328.2107843137,199.1852793749,46.6568627451,11237.2145550590,20027.3432493913,12119.7976306151,2688.2242406767,134.6914957718,8372.9855951155,1
940,137,46,128.6817478384,300.6123560535,59.5152505447,25.9176369169,9609.9714710877,19750.9774516197,6700.3418378971,2378.5951237463,142.9357049051,13016.7010205818,0
664,142,39,222.9707233771,266.1492374728,272.3661686897,167.5585511983,13468.7662725622,16161.8817370812,16561.1216799719,9928.0897793940,106.3368573265,6298.6610642001,1
1128,235,48,60.9917611703,120.7907506437,41.7202133379,28.5965543521,3726.7518258977,7753.0654833670,2487.6614986218,1436.4287391574,61.7414440060,4486.5773380739,0
779,64,35,109.2079969243,213.4284016637,105.0742721331,19.0493166964,7902.4146695715,17605.1994376677,6008.0792546767,812.3666499676,121.6112932247,14489.6556708822,1
505,33,17,103.1064508199,235.1307189542,20.1383087348,74.6716149348,5989.4132636846,13852.7783117604,839.6018193701,4473.7423126602,103.8702192372,6350.4223451328,1
768,37,32,56.8603794267,132.5800320128,27.3400618989,16.3470823112,3252.4290957596,7814.3128716740,1442.6632719429,825.5540532381,82.8537852900,4869.1595211384,1
497,195,28,427.5290850583,883.2714274794,225.8896151053,173.4262125903,26273.8936245797,54776.8589579575,13564.1414033539,10480.6805124277,321.0961990426,20396.4189102549,1
377,88,23,230.5626451683,407.5269501740,131.1041083100,185.9943977591,14316.1547878233,25929.7343034695,8048.3515573986,11015.5434722909,173.3067161816,10796.7809591521,1
2178,79,104,322.0191545734,292.4253034547,500.4884636984,182.6148481721,44857.2170698691,41579.7105879389,69317.2409169764,24994.0296185116,377.1235167804,56297.9659137304,1
862,150,32,315.4967916708,932.4754901961,19.2156862745,26.3488777090,19071.6337071911,56263.0258394207,1234.9096501346,1624.1290027371,463.4852001690,28135.7842169769,1
571,180,26,438.6035696330,1173.7205298786,149.4587418301,47.4568833944,25995.8024467151,69403.7627476099,8947.3591553996,2885.7607429751,550.4975939398,33203.4799696379,1
662,80,22,126.2529241110,341.2577574342,23.2843137255,14.2167011732,7721.4743156902,21285.0793143264,1300.3669605097,578.9766722344,144.2200028588,9196.2065430556,0
796,56,43,61.2027033035,114.3937575030,41.8417366947,27.3726157130,4443.0778035356,9413.1345442005,2455.1998086816,1460.8990577246,76.6755738142,9413.1167786555,0
958,101,34,193.1033429045,183.5750553665,294.7118241236,101.0231492235,12467.4091671671,13789.3062486899,17721.7921234646,5891.1291293469,157.3688055688,11444.1361067440,1
773,129,36,201.2210954360,566.0170572294,39.5461879595,34.6856948346,11520.0318540104,32535.1779290240,2132.1555100174,1987.3133691735,311.9336838989,18043.6449323365,1
570,131,27,266.5575952938,741.2080362448,100.9987328265,24.1054156337,15283.9028464487,42404.2822711536,6027.4944339258,1240.9075458790,331.1732495020,18495.6404796224,1
382,121,21,348.1646825397,814.9607065048,203.4313725490,142.1568627451,21727.7111075912,50760.0649419172,11847.4064462386,9818.2323038148,302.4523328542,19264.1290014077,1
1032,101,51,115.0868645825,268.0974802202,65.4922385621,26.0567330380,7041.9363232232,16495.1244055338,4054.5912162523,1456.3353882863,184.7709572567,11935.5699943171,1
583,110,31,236.6827113987,623.9810924370,46.4460784314,39.6209633279,16562.7985312351,42091.2156937939,2729.5691560938,4867.6107438175,291.2097666574,20848.9123439783,0
474,73,26,175.4557746175,286.9485294118,171.8129960317,89.5377702363,12426.8626222364,17362.6279555940,11806.6043329948,9664.7134059000,146.3298359963,13701.3953527847,1
562,151,20,457.5624109293,1130.8551198257,275.9006380330,42.1918767507,27953.2017987220,69135.4576053370,17023.0634238082,2359.9513334746,439.2778324540,26296.5081778571,1
424,77,22,224.8919769928,372.7490996399,223.0975723623,78.8292589763,14745.6133205992,26144.1761578581,13434.2169602046,4658.4468437351,141.2798336504,10521.8851332004,1
2107,126,66,261.2140004420,389.4134846921,310.4477503297,108.6582901559,17793.7067216705,26842.3249683883,21251.8098992866,6981.6240327337,251.1569566559,21855.3190840471,1
803,90,42,56.2886470183,89.1151332328,48.6448425524,39.7657571187,3891.1669541578,5663.9704650085,3726.0149581118,2882.1565092235,54.8930749788,4468.3559588673,0
975,117,45,266.7977039301,612.0798319328,184.2436974790,42.1835400827,16872.2310299640,39460.0434127900,11070.6104337160,2496.3579619523,314.5377532482,20854.7999238427,0
2277,76,99,147.8865992201,192.7323845832,193.8606789630,66.3096465654,9711.5962176912,11888.5089170759,14017.1131510709,3836.1413485325,189.2938922218,16711.1065918063,0
1148,148,56,130.9756766665,326.9380900508,46.4080679553,26.8572984749,8177.0713111596,20614.9118068312,2643.1276349349,1727.4562312216,160.2408892180,10440.5979252013,0
1059,181,35,314.5070376021,839.4273618538,108.1542752942,24.5310245310,20612.2518906269,54524.8836221209,6308.4140629507,2877.2990677753,367.4179237538,24386.3383168732,1
958,152,34,193.1033429045,183.5750553665,294.7118241236,101.0231492235,12467.4091671671,13789.3062486899,17721.7921234646,5891.1291293469,157.3688055688,11444.1361067440,0
1032,227,51,281.5180232598,581.7058731387,238.8276143791,59.2103351691,17212.1989574674,35838.3327784509,14302.2632187407,3647.5257448942,272.3599731996,17505.6027720030,1
795,99,39,150.8590017473,309.5377797584,135.8108301800,32.3715622613,9331.8243161097,19501.7262846534,8279.9433110354,1769.1074053251,153.8915141463,9918.5829769459,1
4202,104,123,155.4750469792,148.7472023960,157.1167121835,168.3349787069,9846.2904169103,10335.7765390146,9275.7852473811,10419.6239851808,146.1256108387,11823.8207679511,1
1059,93,38,95.0983265386,232.9622988493,44.1145854053,16.1429559062,5673.1504135075,14357.8395811449,2491.4871574814,642.8870363551,101.9774326860,6500.8007805425,0
641,40,28,78.7622342384,125.6535947712,87.3973521032,23.2357558408,4830.0593279266,8183.9976670891,5181.9151470173,1124.2651696734,70.0520048567,4654.6977790511,0
1420,160,47,447.3817288372,700.1361655773,414.9989575410,256.8355119826,31746.7037662826,54551.1364040896,27259.4890694060,15545.9327431045,383.3943206849,42975.9640283692,1
1124,208,40,313.6099920965,820.1671694319,85.9791352438,34.6836716138,19285.5724942389,49583.9332569797,5074.4685024169,3198.3157233200,464.5762087028,29132.4023709019,1
263,137,17,527.6322316207,1233.5177404295,431.0457516340,23.8596491228,33823.9054635044,81653.5550222267,25140.0369515998,1442.9055093875,496.8639793210,33386.6728553550,1
1162,146,51,171.5582274645,362.2651143791,143.6631944444,30.1911520030,10296.9833612951,21916.3444415075,8700.9449323711,1560.7836301687,143.8552654087,8863.4168938609,1
1037,144,40,219.5627281023,534.1392079514,87.0048424228,37.5441339326,13670.4835805878,33024.5943412509,5722.9956766998,2263.8607238126,304.4303170738,19065.2791373152,1
760,64,25,164.7940353527,440.9211601307,35.7321877574,17.7287581699,11112.3069258220,30338.7699204137,2008.7343932991,989.4164637533,202.1239925852,14587.8946419936,1
855,78,35,140.6900168960,367.4189372719,49.0428465537,18.3982683983,9816.5395297545,26326.6696929316,2990.3151986659,1025.0463821892,170.8549708871,15558.3688747975,1
1342,148,60,99.0776013141,189.9509803922,53.4431332342,64.2679115070,7001.6535750398,12296.6126810201,3202.9087740010,6242.4554358921,121.1708628318,12155.3827036928,0
1884,43,109,61.8285597658,46.9879616298,66.4254420092,72.0722756584,4168.5448036175,2828.2181809110,3988.6422101565,5688.7740197851,50.0783996256,6366.8400468215,0
1110,140,59,143.7617178805,283.7375300998,108.8404858799,46.2735438660,8984.3194603350,17516.0243979486,6528.3299763602,3381.4629256610,123.5545680626,7843.4048371524,1
1089,121,56,124.7640499079,259.8017715858,74.0014524328,47.4202618110,7616.8255448287,15669.9789264460,4500.7410492641,3102.9136334889,135.2196859669,8229.5436955872,1
1071,132,53,147.5930323976,348.9907727797,81.9234866289,20.5467808664,9222.2195304998,20829.5145720726,6340.5111172095,1039.1164040115,193.3520118170,11845.5631744667,1
503,96,24,236.8180602381,527.9516192442,110.3874883287,139.7773760667,14149.0349166221,31647.2085483992,6601.5684596279,8240.9091465885,203.8138183717,12587.1470034207,1
848,82,29,162.6222009125,374.1806989894,99.8307274980,31.9243096849,10132.6648323289,22582.8301550173,5949.1369443216,2991.8790456843,172.6733006611,11102.4446069580,1
1073,115,30,224.1140438813,686.1479364575,14.2405063291,21.7568097198,13564.8742287175,41787.2685856372,869.1682689740,1052.6023268119,379.5624275298,23365.4870039464,1
972,137,32,245.7959890819,647.1115567439,101.5182901117,13.3377192982,14565.2694312916,38425.1172345683,6154.7031901858,572.5148122499,334.0138399841,20310.2318244596,1
291,64,16,252.6294840923,670.2476780186,58.9869281046,28.6538461538,18200.9690927303,49737.8732982520,3489.1094237259,1375.9245562130,285.3977236264,25057.9070979484,1
401,175,25,419.6054116091,1055.3002450980,149.0298202614,54.4861694678,25231.8331619594,63359.2072960720,8924.5964759815,3411.6957138248,492.5741279608,29665.1508706827,1
919,97,42,73.1428042824,92.3202614379,105.2978883861,33.0630021434,4258.5061826873,5567.5198477246,6275.8237093228,1587.3297883509,64.5096054809,3990.6425457101,0
1940,126,63,269.4360947141,405.1102941176,381.8655198354,48.2760796607,18691.3485662342,29930.5926006023,25345.5722518438,2667.0157028800,355.0807139623,29498.5589504307,1
1275,98,44,144.3973302493,315.4761904762,119.7829131653,8.2469821241,9848.9469893646,22784.3915343915,7181.8788790026,284.0667682257,183.1136244095,16308.6012448438,1
1046,170,43,114.2004301209,287.2369561860,34.6095007749,20.7548334019,7618.1105526760,18037.6439004308,3319.1174487551,1497.5703088420,175.2881280636,11655.3709412120,0
779,74,39,111.1107160962,223.2775054466,99.1625816993,29.4105138255,6836.9747302100,13672.1558971265,5914.6505484002,2063.6135334718,92.2091901218,5583.1885620183,1
781,94,33,168.7907706060,478.3251633987,31.7794117647,30.0258907759,10247.5033886779,29447.4928179333,1814.7080449827,1529.8099808533,271.5753056890,17150.8346416560,1
844,212,43,140.8303252041,303.4488795518,92.3902894491,26.6518066112,8774.4022850029,19442.5120947072,5442.9252637874,1437.7694965140,148.2998105798,9929.4467351347,0
722,68,33,120.2146556235,256.0410216718,82.8431372549,45.8027390685,7143.1152935347,15459.2691218259,4910.5712546457,2488.1285628395,120.6937181252,7592.3255827181,1
887,141,39,209.6533991865,478.5619561834,149.7004357298,35.6400388438,12576.2489012273,28857.5614203918,8982.9610584248,1984.2657084030,245.0462858513,15315.7032311396,1
725,55,32,109.1870672880,263.6616467893,50.4510603775,24.3672014260,8526.4045210822,22322.8971745120,2810.2271723428,1298.7296685000,151.7275136080,14187.9068239578,1
1336,74,42,206.9327686077,283.0303916438,39.2962806424,330.3074440918,12173.9682617055,16948.6629078565,3143.3038907416,18302.8561806271,202.2710930893,12077.3167093816,1
1140,225,54,265.6666888215,620.0740099962,130.8089337934,77.3720272423,17352.9980574643,40475.1059641465,8153.5427916438,5471.8745998335,268.0595760669,18186.1537124030,1
996,141,42,201.9812803170,380.2790346908,195.2488687783,61.4899806076,12292.1588928892,23402.3803714548,11817.9952976666,3547.2023776831,151.7702839807,9322.3493284325,1
701,105,27,217.5628273628,635.8149509804,30.1291950950,41.1350428536,13136.9509908357,38610.5829688902,1622.2871475212,2462.2206038047,313.8223205488,19291.4223312534,1
262,71,15,215.3429250488,599.3946821153,119.7916666667,34.5138888889,14047.4621620016,40120.3228139191,7197.6273148148,1848.1674382716,199.9737296408,14588.8801233001,0
1115,48,41,64.1804428241,136.6243505949,37.2334986589,23.6204363588,3748.6966490593,8245.9608205515,1970.1228626529,1318.3675446702,74.3146873599,4587.7503025686,1
592,144,24,370.6044573042,959.6288515406,206.5242763772,51.5472317959,23195.0390949005,61254.6389743261,11961.6644315678,2995.9679059220,419.8413061486,25868.1410836919,1
1008,76,35,131.5011271757,309.5587118420,78.4610814023,18.4382362080,8683.7149033114,21098.7869429108,4856.0407030707,885.7456915264,128.5757878246,10201.0712826845,1
502,100,27,225.2317252928,556.5344887955,106.8467277262,68.6218906800,13816.8915211241,34593.9396489805,6330.5760193130,3980.3817753600,229.8187459833,14588.1997813113,1
695,49,21,145.6722689076,393.1372549020,24.1830065359,68.2539682540,9679.6101795838,24073.4332948866,1381.5199282327,6810.4140421601,166.8976252715,10215.8176665769,1
864,130,38,82.1511227792,171.7738484283,50.0136165577,31.5118302500,4983.5015068172,10514.9945894298,3008.7174893560,1842.0842339005,115.4848248655,7146.7057082193,0
883,84,45,105.2930145412,235.7959850607,33.4650526877,61.6598650955,6349.3835129762,14178.0052162477,2099.4372110811,3677.7628991679,109.8807651830,6620.5826190509,1
1884,113,109,61.8285597658,46.9879616298,66.4254420092,72.0722756584,4168.5448036175,2828.2181809110,3988.6422101565,5688.7740197851,50.0783996256,6366.8400468215,1
4468,136,88,243.6095002396,299.5131920724,357.2956025690,74.0197060774,14248.0246961219,16961.6666544812,21192.4443978666,4589.9630360178,366.2207888649,22412.5493039577,1
858,140,37,249.9757203451,591.5137422490,149.6224023798,8.7910164066,16592.5919551861,40511.2309204416,9007.8811804912,258.6637646255,285.0165631871,22514.9569659140,0
1414,53,45,71.4963850262,175.5368814192,30.8782532845,18.2877896643,4105.3971219205,10313.2170624241,1763.3301478632,826.1294586058,122.5503745596,7391.1453806541,0
672,116,23,306.5926770523,898.0933282404,23.4827264239,42.0009303573,18826.3067987799,55553.2049995226,1292.3753379347,2322.8124587080,414.5076566185,25087.0965765645,1
1125,67,50,84.6091824241,155.5635795985,71.3360363085,32.2160052670,6038.2931823090,10946.9106184821,4186.3898359037,3358.9724164354,72.6886555839,8522.1893343409,1
919,199,54,131.6685414267,243.0153382302,105.6324490581,61.8482536303,7907.0181446057,14596.0922232997,6333.1520933377,3722.0475459570,101.1453852479,6134.1517713636,0
1040,149,46,198.3634510987,399.4226579521,123.6256900421,72.0420053019,12457.0340990027,24720.0480228402,7477.7106928998,5173.3435812680,170.9461248717,11065.3575116951,1
266,152,17,302.1650326797,619.1176470588,276.9771241830,70.8333333333,18088.2186071596,36965.3899141356,16721.3077769234,4195.6018518519,246.1255270680,14739.1446658714,0
751,116,36,230.1772511202,604.8796791444,93.5571781160,33.9453053949,13759.8736740809,36363.2122115037,5523.6680983204,1894.5359258877,260.3140474506,15892.2018293656,0
2848,108,82,272.3602420058,465.4200903792,132.7074247243,218.9532109140,16611.9763617493,29370.4523510776,7291.3835626485,13174.0931715218,334.1670501384,21297.1701698787,1
602,118,37,192.2370093261,390.9578890036,129.3056988877,56.4474400871,11634.7330621400,23662.9356964428,7758.3443714402,3482.9191185370,171.4788815804,10811.5783159527,1
972,121,44,186.4638706286,403.9332399627,141.0334967320,27.7437230931,11058.7319023056,24125.1352120369,8380.0264216525,1460.9434948205,191.4675622404,11569.9865527541,0
606,34,28,73.1910774824,93.9360247023,93.8660649445,31.7711428006,4684.1815175064,6595.5360420792,5690.3872962886,1766.6212141512,46.8490902517,3579.8811574575,1
906,37,29,76.0007286161,159.7889740692,30.9315913958,45.7261457850,5609.6855389184,12318.7516641337,2535.7517145582,2597.8516312762,85.2212946570,8466.4336769315,1
1028,142,49,184.2583150685,373.8070038622,161.9689542484,16.9989870948,11406.2200207485,23653.0211991225,9652.5708594985,913.0680036245,184.9148406471,12173.0523185016,1
891,53,29,105.6409237458,239.0578738618,47.5390156062,42.0637621856,6346.4813268371,14803.0627640757,2796.9651838919,2144.5806244146,104.1868277636,6587.5113225989,1
1401,204,44,273.1259054011,693.7383286648,124.3180154945,20.8303652869,16483.2691430207,41997.2109895156,7447.9175644853,1182.0552424198,346.5203415972,21230.5260906200,1
767,132,33,246.1900720944,499.7549019608,213.6683006536,74.3850280876,15320.5683219129,30561.2224464949,13083.7585170234,5380.8376666030,196.9631366831,12199.6303072821,1
883,193,39,302.8164895158,740.0258714597,171.8314270153,47.0615849918,19584.4848676217,49038.3111419041,10417.6139741481,2561.6102980831,343.4921287132,24783.8746354737,1
729,121,33,157.2353603933,395.2274681803,89.5632798574,18.3624052210,9446.3976341863,23896.3111202317,5547.8838796903,784.2774294742,166.1336862839,10095.2296732070,0
880,207,44,283.2884106884,573.7861811391,251.6456582633,44.6682791404,17335.3262719532,35636.5441056597,15103.7575978104,2503.9147032434,269.0903129096,17290.2744701453,1
895,52,40,77.7228081352,129.8528674137,46.6332686921,56.6822882999,4932.5318345862,8459.6413615686,2846.0667198000,3491.8874223898,79.7968886611,5577.0472514775,1
1534,48,69,36.8423533801,55.6327985740,36.1405889745,22.1029774447,2201.8107557949,3494.8033293333,2258.5173224238,1052.2762297906,36.4306127684,2556.0720459822,0
2684,86,104,228.0415006111,322.9527104960,301.8285680548,66.0503262417,13455.8756599481,19315.2049362613,17524.8115992136,3923.3714931914,299.3334285898,18005.0790784223,0
627,176,37,335.7296138578,731.7285247432,144.2255045293,131.2348123010,20946.8414934813,46225.7583452771,8642.7405774668,7972.0255577001,379.5594764964,24236.1437048029,0
510,98,30,212.3838232611,506.3855171698,115.4078915517,62.5544662309,15340.8867840787,38607.0233588473,6720.4766263266,4104.2463190796,208.1947775959,22748.8778191721,1
519,134,57,306.6610489205,562.1693121693,270.6987775953,121.1885068769,42957.7473430261,78436.0040312421,37831.8689522755,17378.4520836748,268.0957799023,39433.7425803584,1
473,64,23,185.9389897608,385.1190476190,114.1766008729,85.0840336134,14426.1365106267,33743.1430905696,6525.5486714493,5070.5944142363,158.0477056691,22407.8698287532,1
1571,50,54,140.0202271743,189.4041259435,181.6993464052,65.4301770771,8338.5107735868,11139.2764198191,11030.1059421590,3827.1512262632,118.0959564188,7197.3566239647,0
1508,54,42,125.5609838169,180.2485096603,191.0523345678,24.6991816560,8345.4794507927,12738.0679940822,11465.8250170613,2116.4652567413,132.2925485281,10167.8710854648,1
516,145,21,104.2218851410,265.5501089325,40.7868275515,41.0693473193,6213.1994750628,16300.7795256810,2181.5482261539,2228.3371650411,123.5772036036,7633.4932293236,0
490,176,24,447.2071442745,948.3076563959,417.3669467787,103.7202994417,27559.7009271675,57226.5312715500,25449.6896797935,7877.0820950641,398.2919379825,22911.9160842391,1
1634,150,57,338.1444147447,453.2714889075,548.9291926934,49.8041642716,19944.8328304166,27214.8100570181,31923.6742441123,2912.1067268324,431.1730849184,26430.9956437823,1
972,97,33,161.3174233731,432.1743697479,59.2373834780,24.8040015680,9310.4932530015,25079.4117892255,3352.0178704464,1362.1487499328,231.6693003887,13325.0450567999,1
1060,135,51,150.5664932331,353.4722222222,82.3591223770,34.6889467542,8896.1555822901,20935.5993554829,4942.1897870377,1922.6970521359,172.7672811507,10247.8631129417,1
818,97,34,156.0995709110,378.2625011727,62.3663101604,27.6699013998,9192.7394644105,22313.8653046325,3714.6606637307,1549.6924248683,173.4185634283,10223.2855439514,1
1373,180,72,147.0904407677,331.5213881279,94.6433645922,27.8970426933,8938.3262155070,20228.0363149484,5657.8143950580,1706.3736943846,147.1393252694,9095.0328472424,1
430,85,22,87.7967977370,170.4945135949,85.7376283847,7.1582512315,5217.5311534653,10290.0490119153,5157.8014103245,204.7430381561,93.4180177802,5709.1814590927,0
688,216,29,452.7106887953,1144.8983956420,217.5472040668,45.9876543210,27533.3538426159,68905.5200711040,13334.3071100384,3419.4958847737,494.9832762372,30705.8884822636,1
3208,193,71,305.0842274520,557.2126625886,265.0117763680,106.2927750278,16213.8362459160,33316.9510246433,9896.8334043526,6132.6737107486,536.9148232590,22270.7852368123,0
725,143,27,326.3229009553,671.2111928105,238.1433823529,151.1948529412,20423.2112915973,42948.7798830044,14274.3400975586,9152.3167171280,221.9354876587,14550.2781778920,1
1314,228,68,106.9344322118,243.5977421272,55.5444147356,26.5217957824,6435.4842506937,14412.9795164253,3707.4892159775,1478.5060310735,151.7042158305,9126.0024028832,0
973,238,57,163.5324883864,399.7367465505,59.6917470692,49.3392480268,10670.0411174447,26538.9308841146,3580.4443797006,3076.3082126794,211.6390838516,15323.8981110278,0
671,100,21,336.9995142737,1062.6906318083,33.1676963023,27.4733861352,23855.5104735649,76057.2678599399,2066.0016030422,1395.0987822344,495.5668238296,37554.6532944217,1
321,120,37,444.0255731922,828.7037037037,350.0000000000,153.3730158730,63419.3034209569,117458.4803057030,52097.6631393298,20701.7668178382,307.7745582083,47045.3667978441,1
