sumtime,abscissa,total,meanv,meanv1,meanv2,meanv3,meana,meana1,meana2,meana3,standardv,standarda,label
1410,148,20,108.0852508983,102.2817712012,110.1323630776,129.8558268991,1643.6170740649,1534.9448795817,1959.6901276114,1710.1523940125,41.1291536768,918.8466782466,0
852,83,13,99.4678250755,119.1715333290,89.4758064516,89.7561354458,1510.2489301083,1918.1987924233,1343.5361927680,1269.0118051335,47.7844582617,820.6485287967,0
706,97,38,179.9120006761,462.8800795681,62.6493400390,29.1992491441,10632.9523544609,26755.1117836668,4190.6850487281,1839.1395938595,239.2330253482,13474.2944315073,0
1251,108,19,91.2326347512,129.3626957607,71.4986894308,72.8365190620,1509.4564511411,2182.2926724799,1103.7834240355,1242.2932569079,26.3973367152,738.5680116782,0
899,65,33,114.2588824476,271.1647992530,64.4991593475,29.9644652317,7283.4256201482,17903.0852264653,3243.9096410734,2159.9671169356,135.3248403016,9274.4153740040,1
748,52,17,176.4359457050,410.0000000000,145.7516339869,8.8433922690,10596.6222144707,24815.6318082789,8868.6509462173,224.9083318101,179.0925400900,11200.8378524304,1
1431,41,21,29.7575667534,42.7051461388,26.0617188510,30.4250241881,494.1757237256,725.6219591329,429.6346573736,491.9957959123,10.1409402113,269.7108982737,0
502,58,27,79.9978753286,192.7324717766,43.5842445953,23.6763784461,4768.1992778257,11536.0148739766,2602.6320244076,1358.0007545493,83.6218069614,5211.9698389558,0
1314,228,68,106.9344322118,243.5977421272,55.5444147356,26.5217957824,6435.4842506937,14412.9795164253,3707.4892159775,1478.5060310735,151.7042158305,9126.0024028832,0
1472,86,22,60.1705848598,72.4310488364,52.0962697185,55.9844360244,980.1278881621,1062.6533644721,812.6405031348,1065.0897968794,16.9474154721,485.9452640053,0
870,186,21,277.7645891690,597.5354030501,100.6069094304,227.7396514161,16161.6746565184,35309.5708826377,6127.3964923660,12435.2814800575,248.9049486894,15053.9371145883,0
1242,236,49,295.4269021205,713.3222148509,151.8882761438,21.0702153668,18912.4385172971,46345.7354943921,9131.9744976558,1259.6055598433,352.8358902902,23382.2959710673,1
1001,148,34,273.1414696273,562.8862150921,209.0846669246,47.4535268653,17146.8215196652,36011.6004091278,12617.4418982578,2811.4222516101,340.6001029978,22145.1162375327,1
787,191,27,400.3647050717,1089.1618389780,176.7670422486,35.2564102564,24099.6250842218,65048.9365454067,10380.6758461641,2894.1691321499,472.2267945073,28588.8894337214,0
805,59,12,77.0656471135,101.2918124254,62.2427983539,119.0394286370,1204.1941144886,1364.4448450116,1122.0818726820,1928.8517020980,36.8460877840,810.7067932729,0
853,45,13,54.4553502637,62.3215414164,50.8898701994,50.1546391753,845.8672499256,965.1784269838,835.9493794055,736.4739433875,25.5910954735,488.0949153545,0
3959,119,59,30.5452857893,34.2840713488,28.4836344702,30.4757981695,494.0288843399,555.0862277316,455.2967052644,497.7052402521,7.2442480332,225.2186386701,0
320,58,15,186.2403294651,363.9530812325,220.1797385621,67.7083333333,13693.4555470959,29004.6263603481,12954.5861100431,5967.8819444444,119.3303255475,11432.3203329288,0
567,100,24,65.8722877535,160.1215047422,25.2342316237,31.0817805383,3829.6608334575,9472.4539346665,1215.3275637011,1895.3898115642,66.0955576385,4019.2090732672,0
1532,212,23,147.5573363194,201.3578622907,115.0841674597,147.3095986819,2363.9130315329,3285.8821056265,1562.9747426208,2580.5841079991,42.8434440139,1099.4693700766,0
611,117,27,219.7528370322,553.0535130719,122.3958333333,38.7473739496,13191.5103323464,33127.9293954782,7505.0636574074,2239.4155272403,269.7321683933,16437.6932353244,0
1184,113,17,98.6031952322,124.9598502086,83.3141762452,107.2561982892,1520.5961600949,2301.3748690427,1300.1545831262,1264.3782601348,33.1006183845,874.1835139422,0
1118,69,16,60.5270506425,82.4435563699,52.1199388846,47.0176566728,882.1273448452,1366.4674671071,722.4872204594,557.4273469692,19.2119535471,338.9410116193,0
845,78,14,96.3795176364,117.9557428044,80.3529703838,114.9247191302,1658.3717671449,1985.4772829995,1374.1385887032,2030.0923715182,38.3376265361,897.5729036114,0
1076,75,49,87.9793827496,208.3510392793,34.4950423351,21.0920666343,5472.4412004823,13291.4822900359,1971.1288567394,1154.7124546717,123.0357063598,8051.1873972521,1
1037,144,40,219.5627281023,534.1392079514,87.0048424228,37.5441339326,13670.4835805878,33024.5943412509,5722.9956766998,2263.8607238126,304.4303170738,19065.2791373152,1
680,120,31,299.6682692654,817.8349673203,49.1055330178,32.0643074581,18547.5833125442,50803.3255104874,2923.8613408760,1915.5630862692,440.7692418156,27737.2394547028,1
2974,156,40,54.4975023110,63.4411208539,50.0132309319,50.0381551471,791.5483416438,900.0548204989,724.1993890743,750.3908153582,13.7127408266,402.4625855211,0
1325,85,20,64.2774686210,56.8641564699,58.6900038898,87.9911569401,1022.1425545574,921.1468093192,976.0546970244,1339.5832497549,28.7491035212,618.1316030683,0
720,63,10,92.8321128914,174.8908044234,63.9784946237,39.6270396270,1369.4644569597,2731.7158054085,917.9288549736,458.7487104970,30.0540704803,730.5348834609,0
687,52,11,78.3014010418,132.2515847381,69.7167755991,59.0363098021,1364.5491278780,2237.0299893380,1463.8244549817,847.6426486069,25.5584865413,730.0830875068,0
796,30,11,37.4519412083,54.4950803148,22.4747474747,47.8699762381,527.1674823119,823.7706144942,252.5890215284,680.8653050170,13.4222649219,256.9940906907,0
768,209,40,317.6928428017,801.0544366195,121.8695241312,30.1545676546,19595.5082734402,49077.8918737319,7936.0292225510,1772.6037240377,410.5553459090,25250.6629004357,0
1695,204,26,129.7872149569,99.0854146274,130.4196217494,176.0800103634,2242.5338182105,1690.9612592073,2464.4588076835,2852.4981150169,66.3781978300,1502.8919697588,0
1327,177,55,245.8063906158,579.8202614379,112.7957237026,44.8031867068,15974.4971747786,37056.9604558335,7351.8300839839,3514.7009845185,331.6417315137,22092.0041801777,1
1063,80,41,270.0288094473,534.3586152410,187.9650277483,108.5342322333,16963.7209631829,34296.1934438599,11246.4254495086,6653.4456087326,229.6102369555,14783.2136101217,0
633,144,29,240.8829620365,658.2469245008,59.5639425361,31.6027926322,14514.2520693775,39534.2911514481,3804.1610044099,1816.9987266500,351.4706328794,20875.9703273431,0
768,33,12,44.4803823070,56.0015424020,35.3598014888,71.7333912347,715.8142225297,892.8481720611,629.9681667888,1101.8358104256,17.2907226493,414.4022679093,0
2094,202,30,101.2283599356,126.4472974926,81.5316108876,118.2013625233,1575.5424623402,1946.8396959674,1082.8265076827,2047.0817305572,27.4114617303,802.5691164689,0
667,41,10,60.5527348269,99.6283962951,43.2098765432,38.8199316424,936.8072023025,1730.3163113332,663.0086877000,417.0966078743,19.0145254320,492.0534202289,0
1295,93,56,268.6813645901,663.2203807449,124.2702949569,33.4801605458,17040.7280945827,42694.3711928611,7146.3207921803,2228.1994150724,377.8845472290,24696.4591239350,0
1678,182,26,113.7917395953,96.4000403510,107.7734478002,151.4256980841,1906.8008298106,1498.1583116374,1884.6343908097,2575.9598907111,49.0315502424,1201.6373987118,0
2701,148,38,57.1567523491,67.3189079794,51.7011472736,57.2132644902,859.8030335298,1018.7592325255,758.0411501791,874.2589706789,12.9143272408,380.6514132766,0
751,184,38,289.7735508477,766.0334967320,96.6971118932,30.7378398219,17783.2079735790,45581.7690978897,7340.8007390694,1908.9880815761,388.6337081416,22931.9745233592,1
2515,232,35,95.9073388720,59.4542805727,82.7966124732,154.1899725584,1398.4434110760,846.2817127524,1125.7786288625,2350.4011108019,50.3512255187,895.6224585581,0
1502,172,24,122.2758754366,99.6448121310,111.0155227220,191.1032558671,2116.4536340436,1713.8903622860,1939.7275487553,3300.4440293876,60.3695012316,1324.9162108132,0
1311,145,20,114.0733572671,106.7442228449,98.0743093314,156.4137658360,1803.3173337656,1666.7572275401,1490.2828077508,2553.4648549669,46.0919151231,951.8608987687,0
1204,202,45,303.7723278759,748.4460450847,173.8295318127,32.4374535696,19034.8155203026,47012.6004805906,10637.6656638379,2173.4397765224,325.4798824376,21026.1346687620,0
5252,159,95,332.8699688020,348.2238881998,416.2549635548,244.8687955804,20166.8279694773,22034.9870505134,23071.3526630670,16044.6870325767,355.6722861716,23681.2654194401,1
882,74,13,83.8206783397,137.2595040626,64.3688783707,49.8336525859,1252.3292265541,2189.0044414202,931.1444664643,636.8387717776,20.7835810783,539.7475063712,0
632,128,32,174.7465129448,477.8527280477,32.6505917682,31.2108703130,10433.2659166424,29026.3000299858,1556.2413078623,1760.5830037433,233.5677023795,14495.5129909470,0
1651,165,25,104.0479296844,144.1376806832,90.5923805152,77.4137278549,1660.4572294729,2529.2189939355,1379.5191858725,1072.6335086107,26.5217401556,787.5192137342,0
691,69,24,242.9941896610,328.0701754386,269.2810457516,201.0582591245,14634.8867207870,19396.5423965831,16410.9194876208,12278.5944840964,155.4987552141,9695.6263654869,0
2385,236,35,104.4113974363,134.8374580426,93.1887447674,94.6999347203,1671.1018836628,2300.3847994052,1411.8554733171,1452.9837313263,28.0458737418,772.8585917853,0
1720,180,26,105.4830926599,109.6100099930,103.0524033888,116.9722511803,1642.9833952377,1897.0683308026,1715.3635139175,1521.8912653978,35.8054553822,739.5777445285,0
497,59,27,108.4239011427,276.7857142857,30.1704014939,45.4215629341,6606.0411540354,17078.7064825930,1841.8859918695,2549.0412761526,142.8064005192,8811.7714226641,0
815,146,40,223.1385290867,452.9646608981,159.3316813905,57.1192449716,13504.1420718095,27330.8418055889,9758.7263705549,3422.8580392848,243.7778524705,14886.3897571933,1
1181,78,17,68.7097237578,93.4756289625,68.0196330399,58.3758540227,1057.4531951249,1269.1778701208,1237.9298410734,876.7425132054,23.1527589310,631.8151615155,0
1439,175,21,128.7229536159,180.5404201057,114.5969881398,133.9391038075,2014.4218686550,2856.4195275178,1818.7625508989,2039.5574837666,38.7463602260,1047.7647902312,0
1223,55,47,65.5736687409,144.7008042983,38.2850988243,18.1066810162,3931.3254460387,8852.9517009108,2318.4867926779,884.6262075966,110.4864594429,6914.1830024525,1
475,143,20,485.2315726929,1327.3420479303,193.6274509804,15.5971479501,32160.0341061853,89311.6585323309,11849.4088811995,679.0405893898,570.0561306509,38902.9677517423,1
1710,182,26,112.1969752036,94.3200730197,105.4106332906,150.8848412011,1829.7235913679,1407.5430237665,1821.2615091673,2489.0816900910,47.9137125971,1061.0491784779,0
1061,133,16,134.5137188295,208.4591062215,106.7277167277,88.3543335392,2218.4792378159,3561.6696620987,1714.1973403675,1379.5707109816,41.8772777889,1230.4803187932,0
2126,237,30,113.5825724472,72.7154041936,102.0982230053,191.1746617976,1681.6458662836,1055.3100716257,1519.4198038517,2843.9068047697,63.1649143285,1209.6906050148,0
1000,93,48,109.9948244183,264.2592592593,44.7128851541,35.6783054307,6800.4665039295,15901.5220285645,2736.1496069016,2670.4567435128,184.7379503512,11200.5638377662,1
839,168,37,277.4553998012,629.5751633987,178.3564814815,24.4345545236,17107.8286962823,39105.5924003588,10957.9342925442,1259.9593959440,318.4712672936,19958.6384268667,1
1346,234,50,298.8946154610,615.7656703032,237.3785259718,62.2205635743,18397.4779448073,38078.9036530626,14380.0241102414,3883.3484426683,276.8455752655,17306.0870244232,1
867,45,37,73.1929500337,163.6165577342,29.3228335991,26.6394587679,4670.4076050536,9858.5947178436,1871.5130852935,2281.1150120236,125.8949182502,8210.1009648848,1
702,152,27,336.2244032925,942.2433995528,73.3997926094,77.0861185383,19967.9484156143,55676.7240760702,4581.7036741530,4637.4046005232,413.7873452742,24190.8775845089,1
308,160,18,599.9468707332,1302.2921273773,608.2516339869,129.2755991285,39367.5251177576,89331.5477629051,36345.1623841258,8172.8752533451,457.8362777493,31013.8423619687,0
2325,235,35,102.7617195346,71.6891093667,97.7662596682,148.1717640719,1660.7231764292,1227.2312094766,1637.9316758718,2267.9814781601,47.5876892724,1040.7078094022,0
827,59,13,73.6703775917,117.2784967121,66.9720200970,36.7606159660,1225.2764210753,1943.3155566283,1233.0816380810,499.4320685167,25.7610267167,652.6426204554,0
699,56,10,75.4950205086,106.2352462352,55.0930208655,65.1567944251,1022.5403919820,1632.9094532595,716.4398809336,718.2718417528,24.3765439109,386.4025401318,0
913,121,33,53.9251967234,69.4427691332,80.0241914948,23.0936688870,3262.4108246571,4523.2974739279,4791.9767850423,1124.4403799325,55.6910374184,3740.0210346659,0
1322,197,19,154.2210225878,133.1015024226,154.1735358955,175.3880294453,2339.2730843809,1933.0762799918,2568.5660680590,2516.1769050919,82.1235782212,1683.9226685021,0
1900,225,68,192.4797172265,400.2153891860,141.5761719361,44.3966686133,11661.0751507250,24374.6001198063,8508.0526425128,2630.6215603435,196.9936725132,12172.4377521183,0
407,94,20,285.9855521156,545.9940087146,309.8447712418,49.7821350763,17489.9453314177,33780.5216031583,18619.0574405143,2985.2478391502,242.7593191194,14677.4651922118,1
628,52,24,162.5751354049,452.3615001556,51.0037348273,30.8102099191,10028.1744248231,26635.6614510970,3039.9346557795,3274.1198603995,190.0372519526,11388.1280102346,0
503,105,30,291.7827657379,568.4458968773,250.5446623094,121.1983526354,18366.5231639412,36883.1091199491,14930.0660714540,7367.8438924073,208.6746853725,13562.8369764155,0
1649,204,24,129.6024353877,128.2243683578,97.6166006529,199.9956044060,2054.1681206287,2361.4414792826,1401.7439729757,2986.2240869501,56.8163684035,1270.5598240431,0
1008,169,37,262.0739228410,620.1520633506,77.2654334638,88.8042717087,16528.7371895057,37291.8071387307,5208.5507868588,7085.8536429278,310.3874843764,19683.2168643055,0
1018,120,15,122.9036537070,131.8384742091,105.0639005602,193.2604132052,1870.2246507283,2036.0909756522,1698.1641385108,2811.5311633859,62.5368022745,1053.7838872732,0
1358,116,19,88.5529690586,81.9261580168,86.4088974342,97.3238517248,1316.5154175816,1258.5064631975,1334.8026183730,1356.2371711743,38.4917825739,741.5154759161,0
1260,63,47,76.4698371360,179.6788142867,40.2559912854,14.5726949784,4773.6661260814,11473.4273648515,2436.7101506543,729.1052711440,104.0944404142,6981.8396094146,1
758,84,22,225.0077630960,612.3366013072,53.2773109244,9.4093770564,14159.2029081042,39242.4664582609,3023.0350963915,212.1071696603,305.1919251961,19792.7344201608,1
1059,181,35,314.5070376021,839.4273618538,108.1542752942,24.5310245310,20612.2518906269,54524.8836221209,6308.4140629507,2877.2990677753,367.4179237538,24386.3383168732,1
1208,167,18,142.7601067844,122.3328611793,148.6656611885,214.3858406992,2262.8402299043,1977.8268602478,2932.4866290096,2783.3432924173,67.1420559872,1303.0236451251,0
1297,180,19,155.3622572234,126.0937635527,128.2374156228,211.7555924946,2644.0983520729,2033.3545630702,1860.6213213177,4038.3191718309,102.3826933531,2294.4641696719,0
985,118,14,133.7317152666,133.2307228997,122.5928019597,178.8045497573,2108.7353944085,1766.3890235969,2146.2975987750,2940.7034094558,72.3154696955,1535.7432022645,0
1411,202,20,150.3401903480,128.9307164385,119.3162275922,227.8303254047,2283.7347967111,2220.1233795025,1643.3914349093,3368.3120418399,87.0887133490,1811.1637628629,0
606,135,30,276.6855017869,663.3079157589,153.3042846768,74.9299719888,22264.1199538188,57895.0744846474,9235.0579786502,4609.8096101186,324.6560107168,45192.1899074603,0
1502,88,21,59.8073820461,47.3861694389,51.2953825693,100.6763881454,864.1960304886,623.9322571267,739.8237125844,1516.8974652510,29.7682939034,523.6412396993,0
480,163,20,205.4141093187,584.0394491130,30.8409913673,35.5975723623,13455.9711915608,38503.9709647476,1522.1556629902,2584.4488122046,284.7006758147,17802.9419541075,0
544,139,32,261.8751557319,746.0457516340,36.2737670826,29.4934640523,16691.1252201401,47342.6059421590,2655.3275284123,1744.5547118630,454.3519946823,28004.5680594986,1
2818,168,43,62.5032743169,74.9295086033,60.4620879894,52.1182263580,1038.3948471889,1301.9537741645,1034.6432138932,778.5875535089,15.5018170487,484.6859055550,0
644,83,27,247.0007070427,723.2710887385,31.3725490196,48.1086601307,16244.8549725952,47986.6432189034,1976.1630142253,2832.9724278055,419.5929683840,29843.1230105418,1
3367,138,47,42.5969473738,48.4180366916,38.2881576972,43.9244442243,636.6806902344,717.4979256707,539.4111043911,695.5784199903,9.5923590397,284.3203515292,0
2333,211,34,94.3282688506,69.0072311222,94.4925501688,119.4850252608,1486.8822640464,1163.9320941828,1537.3845655016,1759.3301324549,52.0966333088,1021.9986123318,0
612,239,28,63.6164237812,128.2728535712,39.4843863471,23.0920314254,3554.0336886418,7470.2034485726,2013.8963646461,1178.0012527066,90.4747333654,5404.9279496465,0
1101,226,39,173.2156837809,348.0676866706,179.9496187364,20.4990265660,10396.1139663128,21081.8977823774,10828.5069088456,1010.6228687675,162.6210958218,10065.1938766106,0
4186,118,59,28.5887256515,32.7710393751,27.6257886157,26.8740187349,431.5479896736,503.6946651703,419.5337067588,394.1286491798,6.7661469811,188.4481869311,0
7978,234,118,30.7891828628,33.2411146981,30.0497776519,29.0766562383,499.7002384409,549.2226093632,488.4160555077,461.4620504519,7.1148477141,220.6932731548,0
2064,174,30,89.5352113170,54.5205163189,74.1801797942,159.8016514637,1415.4252264469,772.9021083106,1090.6473657690,2697.2651444715,49.8092446050,1068.6759053143,0
1623,188,81,137.6095854086,223.5857822834,121.0930526057,78.7352740605,8535.8800340466,13605.3250753897,7911.9338683648,4746.9873148506,124.1581979631,8008.1565883147,1
2285,201,33,88.6171305994,63.8690159937,88.6175928421,131.0882090824,1330.4370960641,1033.8150559865,1438.2755133953,1785.3081380234,41.5299057707,766.0374975469,0
1277,165,18,129.2147475922,113.5271708181,108.4266389872,217.3763320084,1795.8505895125,1666.6434010316,1641.2928973287,2797.9557059823,59.8352446235,962.9888551428,0
1326,217,19,175.7904200858,163.6788962051,175.9681479509,187.7242161015,2790.0759031480,2676.9053213647,2929.9869606991,2763.3354273802,83.9186125310,1771.8169889847,0
2956,65,87,286.1762727646,347.3121445548,463.1996595540,68.4581765253,16038.6040703746,20465.4722972729,24644.5625099187,4151.3919803875,381.3855694276,21576.3258297431,0
1185,98,18,84.9696730036,108.2376778558,70.0061199510,110.6530904053,1334.9220530635,1813.2180514156,1095.3697886616,1630.1471403389,32.7783955030,629.7735362507,0
837,89,36,140.1492272064,289.8740277610,115.8999883845,40.1553431477,8179.2666655245,17586.2636833871,6405.7164304977,2032.9592764204,144.3683979192,9183.7763777822,1
784,35,21,90.2887667888,262.6571141277,11.3960113960,26.9094304388,5358.7980246887,16006.3110904596,541.7975503446,1314.5514414916,117.2265139134,7048.8768119055,1
1114,80,16,79.2791056885,102.7143197392,60.5423873046,74.5806100218,1266.7285489628,1678.7756411831,815.7086432188,1305.7013624864,38.8131540057,867.5226499815,0
1821,175,28,102.0410706047,82.6029136767,92.1697887605,131.3505093770,1677.9922577353,1363.9149623815,1457.2331927681,2212.8286180564,48.8826588712,1023.8496552940,0
440,63,13,278.4723126977,536.0119047619,283.7301587302,15.6748746010,16763.0596149146,32240.3510015117,17180.0201562106,868.8076870214,201.7808535842,11765.2765235163,1
1511,86,22,58.2357015096,78.4711571799,45.0272412180,51.2087061309,903.7154129439,1252.8806341385,596.5729879278,861.6926167653,14.5893148770,439.0582530506,0
1842,123,26,70.8733770549,88.8263629862,60.1284356713,72.5245046391,1071.9699454197,1306.9905504750,848.6063584696,1194.3091704920,18.0253086413,460.5267602422,0
1263,96,66,60.7383540560,102.0470814588,60.1275051083,25.8250807490,3746.5291312125,6565.9835853774,3639.1401384477,1391.2759680230,64.4082385844,4491.6469048794,0
263,42,13,191.3943355120,496.6299019608,61.9281045752,15.6250000000,11919.4229071440,30922.8271578239,3858.8790636080,976.5625000000,163.0759009813,10211.6758140235,1
648,40,22,81.9933679942,203.6314525810,21.0267893235,21.3218620782,4547.8299544584,11717.9487341155,997.4235392419,928.1175900176,102.2812287927,5900.5061355637,0
722,38,33,123.8289348382,314.1701680672,37.0441092389,45.0383141762,8853.6353552213,23112.8822852670,2445.5082023315,2773.2426491097,206.5495833388,16436.6654021689,1
709,101,31,135.8904426066,284.5571895425,96.3618326118,26.7523056653,8878.5557796251,19195.1092795506,5692.0517728824,1748.5062864424,176.1696698200,12658.1050757520,0
1774,213,84,153.2391709961,214.0939519207,159.2592592593,97.7153515117,9470.5546421711,13274.4542603049,9676.2285160978,6162.5037161973,99.4196932802,6753.2255329887,1
1020,215,49,260.4818337396,541.9931953044,190.7932580927,48.6590478216,15466.4653693953,32360.9199749499,11325.3801821963,2713.0959510398,277.4744650779,16832.2280926641,1
5688,160,80,29.0135387133,30.4684146591,28.9656470794,28.7224597364,446.7023700091,454.0751450641,458.2286647997,444.9841605485,7.1846580539,203.3587400980,0
990,86,49,133.7326786882,218.3600084771,137.7246732026,45.1133543850,9146.3023679005,16101.3916608219,8237.2481604298,3100.2672824499,127.5644570078,12632.8531836357,0
1006,67,16,73.7865169501,85.0379700751,57.1755997381,79.1459810372,1303.8727136612,1464.4883404079,907.6286982746,1539.5011023012,36.3224940535,874.7381935596,0
645,109,31,220.9296509769,611.5277777778,19.4027611044,31.8584140484,14605.6804775882,40775.2700617284,1137.6830894423,1904.0882815938,394.7592115176,29413.0648002214,1
2215,205,31,98.2403876898,122.9701557062,93.2076804368,78.5433269262,1483.9304423358,1870.5290421459,1431.5111352878,1149.7511495736,27.1355730161,694.9037289402,0
805,190,37,198.6371841258,425.8189386866,153.6426406311,16.4499730597,13032.1187502666,29410.5177247006,9115.3837432104,570.4547828887,197.0213800353,16225.7658303108,0
606,53,27,165.9986726446,460.6209150327,37.2081043956,41.6666666667,11825.6975993322,32256.4772096202,3677.0399882093,2500.0000000000,221.6460555375,16784.2098858396,1
2099,139,29,71.0390681716,87.7483241146,64.7981543997,68.4639557972,1094.2040888950,1333.1189219313,1007.6897916305,1063.3817852227,20.3467984296,609.6557703761,0
1437,208,20,152.0803551378,146.0290542891,150.3583774672,185.2003595134,2182.6628151888,2305.2968592347,2299.6672270832,2306.8014951132,76.8436041167,1231.6019152385,0
735,95,39,142.3958679417,355.9318025456,54.7244336331,40.2640123035,9028.4875645749,21224.5297021714,4208.8797314109,3156.8011875717,154.7166359953,9740.6342346913,1
1837,219,27,122.6825089074,89.0933607715,112.6539148334,196.9708783442,1881.6162399463,1312.3049872468,1811.8939301515,2991.0538624273,60.7164363381,1193.1378944251,0
1311,230,49,257.8254129736,583.6914815457,162.4235829389,27.3611744360,15638.7352185769,34944.8615245613,9729.1863376337,2242.1577935356,267.9224815879,16202.2704483795,0
1481,226,21,157.1725043376,126.7638918551,154.1945288754,242.9499270616,2326.9090069111,2053.3741126774,2720.8964426775,2982.0928010154,76.5319326031,1471.7093571273,0
2254,211,31,98.0499721910,117.5568360518,94.7081001944,81.8849803268,1475.6349602747,1721.7151462244,1509.9788757382,1195.2108588615,26.2687585406,754.7097282666,0
3378,95,48,29.6786768609,37.7734348476,27.1272400162,28.0925126338,474.0745798022,660.5842946789,415.7020108386,409.1473778627,8.1510549667,250.0621606042,0
1971,208,28,113.9181039913,101.9045142084,93.9970599252,145.8527378404,1827.5673301978,1694.2974695689,1312.1906878599,2476.2138331648,54.7722565801,1325.7182802645,0
5091,219,74,44.9914339384,50.3154992196,42.0705100900,44.4629355863,709.4088711278,817.8048473876,640.3402367113,699.6402322482,10.1101763495,310.8019043952,0
1787,206,25,117.4385351107,117.4796204618,109.0763807035,125.7596041668,1688.2577186322,1952.7592947212,1492.2006516869,1619.8132094886,45.2207163901,691.0668993744,0
843,76,44,114.8424360868,270.6736203253,31.5290079996,50.5277110844,8062.6821888274,18716.8890736127,2186.4586349140,3860.6047285861,132.0308691642,12113.2065082025,1
525,69,21,257.8263882873,738.3928571429,100.0816993464,20.9467378016,17321.5138660908,50832.8806059461,6026.1611452860,879.3378024041,308.3615468949,22220.1966462968,0
1000,62,50,72.8679737306,158.7370833501,28.6892182572,35.7318679427,4355.7477488091,9503.9611544738,1733.4327126680,2102.0836135860,128.8105343218,7813.1915632045,1
833,108,34,191.2297367460,378.9152024446,179.8620883760,14.9119194172,12898.0868270553,27227.4685275180,10854.0625440828,612.7294095652,177.8933452042,17017.9613615659,1
930,170,46,312.8382958122,745.1252723312,140.5527025625,52.8369125428,20043.6413261881,46178.4307495693,9910.5357415701,4041.9574874249,447.7553892776,27848.4048438819,0
445,38,26,99.4502582385,204.1933760684,67.1568627451,39.4318181818,6461.0319640780,12937.0097569216,4015.7631680123,3237.9519628099,98.3166670892,6593.1079702788,1
933,117,14,141.4876926328,154.9477430342,131.6995692361,173.1876887863,2335.4317330018,2409.5232460436,2316.1883042167,2864.4415819956,70.2068267020,1364.4877913754,0
628,123,34,151.7267500978,365.2926322044,65.6714200832,24.2161980060,9413.5732275542,23022.2125862625,3966.8612790729,1251.6458173271,161.0379059203,10279.0195176891,0
772,169,34,354.7575680370,849.9564977506,189.4013666072,24.9148397531,22932.2084874722,56057.7559529456,11315.3115400448,1423.5579694262,547.9059452885,35558.5874236411,0
774,74,11,101.1152306598,139.5327313481,103.1746031746,94.3434343434,1470.0026435489,1852.4813139415,1879.1467204166,1168.3807774717,50.5423822998,889.0242739915,0
1347,68,18,50.8034906899,73.5976618162,44.5111167902,54.6230897392,717.4701152290,989.5525220644,636.9832787511,812.8625909632,16.9966406868,400.3640874329,0
628,94,29,190.3995031075,505.3104575163,66.6152497986,20.4283023528,11795.7726043854,31826.2006600026,3863.4500944957,1008.3084591453,241.1530938002,15238.4413302910,1
885,146,28,378.8450285523,1003.8099585691,72.8939724038,59.8311546841,22294.1677674186,58928.4749074313,4360.3762916447,3593.6521031797,507.5979587758,29627.8875489687,1
1339,36,55,211.4172464471,391.0462404335,201.6344757618,41.5710231461,13091.2045934749,24339.0186156921,12527.3176235240,2407.2775412085,187.3403430412,12137.5539886979,1
1186,166,58,202.4937429573,538.7515163037,37.6471040863,31.0826084820,11977.1200933329,31610.2499422405,2251.6285776192,2069.4817601390,353.7317512824,20473.5340845468,0
792,80,11,109.0998122979,170.0741014661,68.3313975997,125.2605419272,1604.6051088811,2857.1873603002,824.0919475729,1667.4043883974,49.4310566989,1081.1936659839,0
1092,136,45,176.4022864724,384.7641329259,117.0139209530,52.6291321772,10862.7825760327,23519.0090914424,7470.0496413411,3151.1150776049,204.1380968172,12242.3158304528,1
2098,201,30,101.2029938428,72.7534951476,89.6542939615,163.6907466067,1575.3099502541,1039.5509616643,1341.2232533893,2695.2245135430,48.3112232103,1057.5900113129,0
474,73,26,175.4557746175,286.9485294118,171.8129960317,89.5377702363,12426.8626222364,17362.6279555940,11806.6043329948,9664.7134059000,146.3298359963,13701.3953527847,1
1318,199,20,156.0289797413,118.9090721314,163.5831647377,211.5995323117,2409.2541743782,1759.8908878007,2946.0187929401,2923.3952047903,78.1452005930,1398.1899295359,0
1758,211,25,126.0135863054,115.4985687175,117.5320160591,145.0101741396,1934.6736258110,1889.6032223445,1799.0691730605,2115.3484820281,58.3153667797,1196.4193189100,0
1048,69,48,152.0335892732,369.9727668845,68.7235902113,37.6755559602,9118.0439101813,22406.4938520797,4034.6925347792,2128.6845317091,178.5879060152,11066.7302108973,0
550,39,21,302.6316069906,770.6971677560,99.5672302738,138.5076252723,26187.0925347680,73118.9570962735,5908.1788907948,8263.1724621584,358.2146790877,53177.4327189028,1
861,56,30,212.8573304139,546.3507625272,73.9379084967,65.5849491986,14271.6622773848,36798.6983282783,5344.9995194156,3842.7694905461,245.3961086998,19026.9221766274,0
752,80,31,156.9782140064,406.0639768728,45.9208683473,18.9497967991,10430.9487322815,27521.9407114633,2736.0143812427,1034.8911041386,204.1760170072,14135.7891109033,1
1292,51,66,261.5074241437,398.9303323669,122.0532155634,288.4441934669,16183.9470346736,24320.4422327011,7211.1306367221,18561.5965236140,193.6475622993,12675.1202468636,0
904,75,13,81.6442921381,99.7238306479,71.5694446268,73.6396011396,1157.7805307578,1402.6823520296,1091.6966100704,978.9626301735,26.6117439030,517.7077891418,0
